START, 43012370, "2025-03-01 20:43:07"
RESULT, 43014870, "2025-03-01 20:43:12"
RESULT, 43012370, "2025-03-01 20:43:17"
RESULT, 43009870, "2025-03-01 20:43:21"
RESULT, 43007370, "2025-03-01 20:43:26"
RESULT, 43004870, "2025-03-01 20:43:31"
RESULT, 43002370, "2025-03-01 20:43:36"
RESULT, 42999870, "2025-03-01 20:43:41"
RESULT, 42997370, "2025-03-01 20:43:47"
RESULT, 42999870, "2025-03-01 20:43:53"
RESULT, 42997370, "2025-03-01 20:43:58"
RESULT, 42994870, "2025-03-01 20:44:03"
RESULT, 42992370, "2025-03-01 20:44:08"
RESULT, 42989870, "2025-03-01 20:44:13"
RESULT, 42987370, "2025-03-01 20:44:18"
RESULT, 42984870, "2025-03-01 20:44:23"
RESULT, 42982370, "2025-03-01 20:44:29"
RESULT, 42984870, "2025-03-01 20:44:34"
RESULT, 42982370, "2025-03-01 20:44:39"
RESULT, 42979870, "2025-03-01 20:44:44"
RESULT, 43227370, "2025-03-01 20:44:50"
RESULT, 43224870, "2025-03-01 20:44:55"
RESULT, 43222370, "2025-03-01 20:45:00"
RESULT, 43219870, "2025-03-01 20:45:05"
RESULT, 43217370, "2025-03-01 20:45:10"
RESULT, 43219870, "2025-03-01 20:45:15"
RESULT, 43217370, "2025-03-01 20:45:20"
RESULT, 43214870, "2025-03-01 20:45:25"
RESULT, 43212370, "2025-03-01 20:45:30"
RESULT, 43214870, "2025-03-01 20:45:35"
RESULT, 43217370, "2025-03-01 20:45:41"
RESULT, 43219870, "2025-03-01 20:45:46"
RESULT, 43222370, "2025-03-01 20:45:51"
RESULT, 43219870, "2025-03-01 20:45:56"
RESULT, 43217370, "2025-03-01 20:46:01"
RESULT, 43214870, "2025-03-01 20:46:06"
RESULT, 43212370, "2025-03-01 20:46:11"
RESULT, 43209870, "2025-03-01 20:46:17"
RESULT, 43212370, "2025-03-01 20:46:22"
RESULT, 43209870, "2025-03-01 20:46:27"
RESULT, 43207370, "2025-03-01 20:46:32"
RESULT, 43204870, "2025-03-01 20:46:38"
RESULT, 43202370, "2025-03-01 20:46:43"
RESULT, 43199870, "2025-03-01 20:46:48"
RESULT, 43197370, "2025-03-01 20:46:52"
RESULT, 43199870, "2025-03-01 20:46:58"
RESULT, 43197370, "2025-03-01 20:47:04"
RESULT, 43199870, "2025-03-01 20:47:09"
RESULT, 43197370, "2025-03-01 20:47:13"
RESULT, 43194870, "2025-03-01 20:47:18"
RESULT, 43192370, "2025-03-01 20:47:23"
RESULT, 43189870, "2025-03-01 20:47:28"
